name,timestamp,values
,1627410711.708,0.2536734229185865
name,timestamp,values
,1627410713.909,0.3059527712712937
name,timestamp,values
,1627410716.101,0.3066875105802672
name,timestamp,values
,1627410718.291,0.27796521159486753
