name,timestamp,values
,1627410696.102,133858224.11461899
name,timestamp,values
,1627410698.294,166209603.43085414
name,timestamp,values
,1627410700.486,160566624.6308216
name,timestamp,values
,1627410702.733,92445709.09709445
