name,timestamp,values
,1626914676.585,349.26666666666665
name,timestamp,values
,1626914678.763,349.26666666666665
name,timestamp,values
,1626914680.943,349.26666666666665
name,timestamp,values
,1626914683.125,349.26666666666665
