name,timestamp,values
,1627429264.341,1277373.1062135068
name,timestamp,values
,1627429266.63,90101286.90384
name,timestamp,values
,1627429268.925,143315558.15311444
name,timestamp,values
,1627429271.211,102158627.20651719
